,payloads,length,nonprintable_keywords,special_chars,punctuation_chars,js_events,html_tags,sql_keywords,percentage_count,spaces_count,is_malicious
7097,Brazil vs Germany,17,0,0,0,0,0,0,0,2,0
7098,Germany vs Argentina,20,0,0,0,0,0,0,0,2,0
7099,Brazil vs Colombia,18,0,0,0,0,0,0,0,2,0
7100,Brazil vs Chile,15,0,0,0,0,0,0,0,2,0
7101,Argentina vs Belgium,20,0,0,0,0,0,0,0,2,0
7102,Semana Santa,12,0,0,0,0,0,0,0,1,0
7103,Vive Latino,11,0,0,0,0,0,0,0,1,0
7104,Buen Fin,8,0,0,0,0,0,0,0,1,0
7105,Calendario escolar,18,0,0,0,0,0,0,0,1,0
7106,Hell and Heaven,15,0,0,0,0,0,3,0,2,0
7107,Tito Torbellino,15,0,0,0,0,0,0,0,1,0
7108,Robbie Williams,15,0,0,0,0,0,0,0,1,0
7109,Cristian Castro,15,0,0,0,0,0,0,0,1,0
7110,Aldo Sarabia,12,0,0,0,0,0,0,0,1,0
7111,CD9,3,0,0,0,0,0,0,0,0,0
7112,Mundial 2014,12,0,0,0,0,0,0,0,1,0
7113,Robin Williams,14,0,0,0,0,0,0,0,1,0
7114,iPhone 6,8,0,0,0,0,0,0,0,1,0
7115,Jennifer Lawrence,17,0,0,0,0,0,0,0,1,0
7116,Ronaldinho,10,0,0,0,0,0,0,0,0,0
7117,Guillermo Ochoa,15,0,0,0,0,0,0,0,1,0
7118,iPhone 6,8,0,0,0,0,0,0,0,1,0
7119,Samsung Galaxy S5,17,0,0,0,0,0,0,0,2,0
7120,Moto G,6,0,0,0,0,0,55,0,1,0
7121,iPhone 6 plus,13,0,0,0,0,0,0,0,2,0
7122,Moto X,6,0,0,0,0,0,22,0,1,0
7123,Ice Bucket Challenge,20,0,0,0,0,0,0,0,2,0
7124,No era penal,12,0,0,0,0,0,9,0,2,0
7125,Minions,7,0,0,0,0,0,0,0,0,0
7126,Selfie,6,0,0,0,0,0,0,0,0,0
7127,Ayotzinapa,10,0,0,0,0,0,0,0,0,0
7128,Ice Bucket Challenge,20,0,0,0,0,0,0,0,2,0
7129,Malaysia Airlines,17,0,0,0,0,0,0,0,1,0
7130,Captura del Chapo,17,0,0,0,0,0,3,0,2,0
7131,Annabelle,9,0,0,0,0,0,0,0,0,0
7132,Frozen: Una aventura congelada,30,0,1,1,0,0,0,0,3,0
7133,Divergente,10,0,0,0,0,0,0,0,0,0
7134,Godzilla,8,0,0,0,0,0,0,0,0,0
7135,Nana Calistar,13,0,0,0,0,0,0,0,1,0
7136,Edgar Tamayo,12,0,0,0,0,0,0,0,1,0
7137,Heriberto Goyeneche,19,0,0,0,0,0,0,0,1,0
7138,WK 2014,7,0,0,0,0,0,0,0,1,0
7139,Utopia,6,0,0,0,0,0,0,0,0,0
7140,iPhone 6,8,0,0,0,0,0,0,0,1,0
7141,Olympische Spelen,17,0,0,0,0,0,0,0,1,0
7142,Netflix,7,0,0,0,0,0,0,0,0,0
7143,Hoe werkt Tinder?,17,0,1,1,0,0,0,0,2,0
7144,Hoe werkt wifi?,15,0,1,1,0,0,0,0,2,0
7145,Hoe werkt TOTY?,15,0,1,1,0,0,0,0,2,0
7146,Hoe werkt hexadecimaal?,23,0,1,1,0,0,0,0,2,0
7147,Hoe werkt Schiphol?,19,0,1,1,0,0,0,0,2,0
7148,Sven Kramer,11,0,0,0,0,0,0,0,1,0
7149,Ilse de Lange,13,0,0,0,0,0,28,0,2,0
7150,Dave Roelvink,13,0,0,0,0,0,0,0,1,0
7151,Marco Borsato,13,0,0,0,0,0,0,0,1,0
7152,Memphis Depay,13,0,0,0,0,0,0,0,1,0
7153,FIFA World Cup,14,0,0,0,0,0,0,0,2,0
7154,Robin Williams,14,0,0,0,0,0,0,0,1,0
7155,Commonwealth Games,18,0,0,0,0,0,0,0,1,0
7156,Malaysia Airlines,17,0,0,0,0,0,0,0,1,0
7157,iPhone 6,8,0,0,0,0,0,0,0,1,0
7158,Tinder,6,0,0,0,0,0,0,0,0,0
7159,Goat Simulator,14,0,0,0,0,0,0,0,1,0
7160,Bitcoin,7,0,0,0,0,0,0,0,0,0
7161,Doge,4,0,0,0,0,0,0,0,0,0
7162,Ello,4,0,0,0,0,0,0,0,0,0
7163,Jennifer Lawrence,17,0,0,0,0,0,0,0,1,0
7164,Michael Schumacher,18,0,0,0,0,0,0,0,1,0
7165,Schapelle Corby,15,0,0,0,0,0,0,0,1,0
7166,Iggy Azalea,11,0,0,0,0,0,0,0,1,0
7167,Renee Zellweger,15,0,0,0,0,0,0,0,1,0
7168,Lorde,5,0,0,0,0,0,0,0,0,0
7169,Aaron Smith,11,0,0,0,0,0,0,0,1,0
7170,Rachel Smalley,14,0,0,0,0,0,0,0,1,0
7171,Lisa Lewis,10,0,0,0,0,0,0,0,1,0
7172,Mark Hunt,9,0,0,0,0,0,0,0,1,0
7173,Malaysian Airlines Crash,24,0,0,0,0,0,0,0,2,0
7174,Cyclone Lusi,12,0,0,0,0,0,0,0,1,0
7175,Scottish Independence,21,0,0,0,0,0,0,0,1,0
7176,Alex From Target,16,0,0,0,0,0,2,0,2,0
7177,Ukraine News,12,0,0,0,0,0,0,0,1,0
7178,Myles Monroe,12,0,0,0,0,0,0,0,1,0
7179,Kefee,5,0,0,0,0,0,0,0,0,0
7180,Dora Akunyili,13,0,0,0,0,0,0,0,1,0
7181,Joan Rivers,11,0,0,0,0,0,0,0,1,0
7182,Juan Mata,9,0,0,0,0,0,0,0,1,0
7183,Davido,6,0,0,0,0,0,0,0,0,0
7184,Phyno,5,0,0,0,0,0,0,0,0,0
7185,Tiwa Savage,11,0,0,0,0,0,0,0,1,0
7186,Don Jazzy,9,0,0,0,0,0,0,0,1,0
7187,Timaya,6,0,0,0,0,0,0,0,0,0
7188,CHAN 2014,9,0,0,0,0,0,1,0,1,0
7189,Michael Schumacher Accident,27,0,0,0,0,0,0,0,2,0
7190,MH370 / Missing Plane,21,0,1,1,0,0,0,0,3,0
7191,Crimea,6,0,0,0,0,0,0,0,0,0
7192,ASUP Strike,11,0,0,0,0,0,0,0,1,0
7193,Juan Mata,9,0,0,0,0,0,0,0,1,0
7194,Di Maria,8,0,0,0,0,0,16,0,1,0
7195,Arturo Vidal,12,0,0,0,0,0,0,0,1,0
7196,Michael Schumacher,18,0,0,0,0,0,0,0,1,0
7197,David Moyes,11,0,0,0,0,0,0,0,1,0
7198,iPhone 6,8,0,0,0,0,0,0,0,1,0
7199,Nokia X,7,0,0,0,0,0,22,0,1,0
7200,Infinix Zero,12,0,0,0,0,0,1,0,1,0
7201,Samsung Galaxy S5,17,0,0,0,0,0,0,0,2,0
7202,Tecno R7,8,0,0,0,0,0,0,0,1,0
7203,Stephen Keshi,13,0,0,0,0,0,0,0,1,0
7204,Ikechukwu Uche,14,0,0,0,0,0,0,0,1,0
7205,Ejike Uzoenyi,13,0,0,0,0,0,0,0,1,0
7206,Musa Yahaya,11,0,0,0,0,0,0,0,1,0
7207,Umar Zango,10,0,0,0,0,0,0,0,1,0
7208,Amaka Igwe,10,0,0,0,0,0,0,0,1,0
7209,Emem Isong,10,0,0,0,0,0,0,0,1,0
7210,Charles Novia,13,0,0,0,0,0,0,0,1,0
7211,Uti Nwanchukwu,14,0,0,0,0,0,1,0,1,0
7212,Omoni Oboli,11,0,0,0,0,0,0,0,1,0
7213,Pancake Recipe,14,0,0,0,0,0,0,0,1,0
7214,Chocolate Cake Recipe,21,0,0,0,0,0,0,0,2,0
7215,Cheesecake recipe,17,0,0,0,0,0,0,0,1,0
7216,Fried rice recipe,17,0,0,0,0,0,0,0,2,0
7217,Sponge cake recipe,18,0,0,0,0,0,0,0,2,0
7218,What is Ebola,13,0,0,0,0,0,13,0,2,0
7219,What is ISIS,12,0,0,0,0,0,13,0,2,0
7220,What is Doro,12,0,0,0,0,0,13,0,2,0
7221,What is Mutiny,14,0,0,0,0,0,13,0,2,0
7222,What is ALS,11,0,0,0,0,0,15,0,2,0
7223,Who is Malala,13,0,0,0,0,0,13,0,2,0
7224,Who is Kefee,12,0,0,0,0,0,13,0,2,0
7225,Who is Shekau,13,0,0,0,0,0,13,0,2,0
7226,Who is Phyno,12,0,0,0,0,0,13,0,2,0
7227,Who is Boko Haram,17,0,0,0,0,0,13,0,3,0
7228,VM 2014,7,0,0,0,0,0,0,0,1,0
7229,Iphone 6,8,0,0,0,0,0,0,0,1,0
7230,Kalender 2014,13,0,0,0,0,0,0,0,1,0
7231,Ebola,5,0,0,0,0,0,0,0,0,0
7232,Finn torget,11,0,0,0,0,0,0,0,1,0
7233,Robin Williams,14,0,0,0,0,0,0,0,1,0
7234,Ayeza Khan,10,0,0,0,0,0,0,0,1,0
7235,Tiger Shroff,12,0,0,0,0,0,0,0,1,0
7236,Umar Akmal,10,0,0,0,0,0,0,0,1,0
7237,Hamid Mir,9,0,0,0,0,0,0,0,1,0
7238,ARY News Live,13,0,0,0,0,0,7,0,2,0
7239,Express News Live,17,0,0,0,0,0,0,0,2,0
7240,PTV Sports,10,0,0,0,0,0,0,0,1,0
7241,Hiload,6,0,0,0,0,0,0,0,0,0
7242,Samaa TV,8,0,0,0,0,0,0,0,1,0
7243,Tribunal Electoral,18,0,0,0,0,0,0,0,1,0
7244,Mundial 2014,12,0,0,0,0,0,0,0,1,0
7245,WhatsApp PLUS,13,0,0,0,0,0,0,0,1,0
7246,Robin Williams,14,0,0,0,0,0,0,0,1,0
7247,Robin Williams,14,0,0,0,0,0,0,0,1,0
7248,Joan Rivers,11,0,0,0,0,0,0,0,1,0
7249,Jennifer Lawrence,17,0,0,0,0,0,0,0,1,0
7250,Paul Walker,11,0,0,0,0,0,0,0,1,0
7251,Faustino Asprilla,17,0,0,0,0,0,0,0,1,0
7252,Tito Vilanova,13,0,0,0,0,0,0,0,1,0
7253,Manny Pacquiao,14,0,0,0,0,0,0,0,1,0
7254,Keylor Navas,12,0,0,0,0,0,0,0,1,0
7255,Cheo Feliciano,14,0,0,0,0,0,0,0,1,0
7256,Enrique Iglesias,16,0,0,0,0,0,0,0,1,0
7257,Juan Gabriel,12,0,0,0,0,0,0,0,1,0
7258,Martin Garrix,13,0,0,0,0,0,0,0,1,0
7259,Helenita Vargas,15,0,0,0,0,0,0,0,1,0
7260,Annabelle,9,0,0,0,0,0,0,0,0,0
7261,Divergente,10,0,0,0,0,0,0,0,0,0
7262,Interestelar,12,0,0,0,0,0,0,0,0,0
7263,Mundial Brasil 2014,19,0,0,0,0,0,0,0,2,0
7264,Terremoto en Chile,18,0,0,0,0,0,31,0,2,0
7265,Gustavo Cerati,14,0,0,0,0,0,0,0,1,0
7266,Ezio Oliva,10,0,0,0,0,0,0,0,1,0
7267,Edita Guerrero,14,0,0,0,0,0,0,0,1,0
7268,Jennette McCurdy,16,0,0,0,0,0,0,0,1,0
7269,Cheo Feliciano,14,0,0,0,0,0,0,0,1,0
7270,Mundial brasil 2014,19,0,0,0,0,0,0,0,2,0
7271,Entel,5,0,0,0,0,0,0,0,0,0
7272,Robin Williams,14,0,0,0,0,0,0,0,1,0
7273,Ras tas tas,11,0,0,0,0,0,0,0,2,0
7274,Mi chamaquita,13,0,0,0,0,0,17,0,1,0
7275,Himno Nacional,14,0,0,0,0,0,0,0,1,0
7276,Te necesito,11,0,0,0,0,0,55,0,1,0
7277,All of Me,9,0,0,0,0,0,35,0,2,0
7278,Tito Vilanova,13,0,0,0,0,0,0,0,1,0
7279,Van Persie,10,0,0,0,0,0,0,0,1,0
7280,Manuel Neuer,12,0,0,0,0,0,0,0,1,0
7281,Sabina Altynbekova,18,0,0,0,0,0,0,0,1,0
7282,Mundial Brasil 2014,19,0,0,0,0,0,0,0,2,0
7283,Copa Toon,9,0,0,0,0,0,0,0,1,0
7284,Dakar 2014,10,0,0,0,0,0,0,0,1,0
7285,Brasil vs Alemania,18,0,0,0,0,0,0,0,2,0
7286,Godzilla,8,0,0,0,0,0,0,0,0,0
7287,Annabelle,9,0,0,0,0,0,0,0,0,0
7288,Patch Adams,11,0,0,0,0,0,0,0,1,0
7289,El conjuro,10,0,0,0,0,0,10,0,1,0
7290,Ben Hur,7,0,0,0,0,0,0,0,1,0
7291,Robin Williams,14,0,0,0,0,0,0,0,1,0
7292,Karen Schwarz,13,0,0,0,0,0,0,0,1,0
7293,Gustavo Cerati,14,0,0,0,0,0,0,0,1,0
7294,Guty Carrera,12,0,0,0,0,0,0,0,1,0
7295,Titanes,7,0,0,0,0,0,0,0,0,0
7296,La Voz Kids,11,0,0,0,0,0,15,0,2,0
7297,Avenida Brasil,14,0,0,0,0,0,0,0,1,0
7298,Chespirito,10,0,0,0,0,0,0,0,0,0
7299,Flappy Bird,11,0,0,0,0,0,0,0,1,0
7300,Entel,5,0,0,0,0,0,0,0,0,0
7301,Bitel,5,0,0,0,0,0,0,0,0,0
7302,Windows 10,10,0,0,0,0,0,0,0,1,0
7303,Contract Wars,13,0,0,0,0,0,0,0,1,0
7304,Vhong Navarro,13,0,0,0,0,0,0,0,1,0
7305,Flappy Bird,11,0,0,0,0,0,0,0,1,0
7306,Robin Williams,14,0,0,0,0,0,0,0,1,0
7307,Rude (Magic!),13,0,3,3,0,0,0,0,1,0
7308,Frozen,6,0,0,0,0,0,0,0,0,0
7309,Flappy Bird,11,0,0,0,0,0,0,0,1,0
7310,Makeup Transformation,21,0,0,0,0,0,0,0,1,0
7311,Spotify,7,0,0,0,0,0,0,0,0,0
7312,Mobogenie,9,0,0,0,0,0,0,0,0,0
7313,2048,4,0,0,0,0,0,0,0,0,0
7314,Pacquiao vs Algieri,19,0,0,0,0,0,0,0,2,0
7315,FIFA World Cup 2014,19,0,0,0,0,0,0,0,3,0
7316,Pacquiao vs Bradley,19,0,0,0,0,0,0,0,2,0
7317,FIBA World Cup 2014,19,0,0,0,0,0,0,0,3,0
7318,Asian Games 2014,16,0,0,0,0,0,0,0,2,0
7319,Philippine Arena,16,0,0,0,0,0,0,0,1,0
7320,Scream Park Manila,18,0,0,0,0,0,0,0,2,0
7321,Sky Ranch Tagaytay,18,0,0,0,0,0,0,0,2,0
7322,Sandbox Pampanga,16,0,0,0,0,0,0,0,1,0
7323,Costa Pacifica Baler,20,0,0,0,0,0,0,0,2,0
7324,World Cup 2014,14,0,0,0,0,0,0,0,2,0
7325,Vhong Navarro,13,0,0,0,0,0,0,0,1,0
7326,iPhone 6,8,0,0,0,0,0,0,0,1,0
7327,Dorothy Hodgkin,15,0,0,0,0,0,0,0,1,0
7328,Olympic Charter,15,0,0,0,0,0,0,0,1,0
7329,Frozen,6,0,0,0,0,0,0,0,0,0
7330,Annabelle,9,0,0,0,0,0,0,0,0,0
7331,Maleficent,10,0,0,0,0,0,0,0,0,0
7332,Divergent,9,0,0,0,0,0,0,0,0,0
7333,Big Hero 6,10,0,0,0,0,0,2,0,2,0
7334,Rude (Magic!),13,0,3,3,0,0,0,0,1,0
7335,Blank Space (Taylor Swift),26,0,2,2,0,0,1,0,3,0
7336,Let it Go (Frozen theme song),29,0,2,2,0,0,27,0,5,0
7337,Royals (Lorde),14,0,2,2,0,0,0,0,1,0
7338,All of Me (John Legend),23,0,2,2,0,0,35,0,4,0
7339,MH370,5,0,0,0,0,0,0,0,0,0
7340,Ebola virus,11,0,0,0,0,0,0,0,1,0
7341,Typhoon Glenda,14,0,0,0,0,0,0,0,1,0
7342,SONA 2014,9,0,0,0,0,0,1,0,1,0
7343,ISIS,4,0,0,0,0,0,0,0,0,0
7344,Cedric Lee,10,0,0,0,0,0,0,0,1,0
7345,Darren Espanto,14,0,0,0,0,0,0,0,1,0
7346,Deniece Cornejo,15,0,0,0,0,0,0,0,1,0
7347,Paul George,11,0,0,0,0,0,0,0,1,0
7348,Helena Belmonte,15,0,0,0,0,0,0,0,1,0
7349,Project Pie,11,0,0,0,0,0,0,0,1,0
7350,Tim Ho Wan,10,0,0,0,0,0,20,0,2,0
7351,IHOP,4,0,0,0,0,0,0,0,0,0
7352,CaliBurger,10,0,0,0,0,0,0,0,0,0
7353,Vikings SM Megamall,19,0,0,0,0,0,3,0,2,0
7354,Meteor Garden,13,0,0,0,0,0,0,0,1,0
7355,The Heirs,9,0,0,0,0,0,2,0,1,0
7356,Angel Eyes,10,0,0,0,0,0,0,0,1,0
7357,Pinoy Big Brother: All In,25,0,1,1,0,0,90,0,4,0
7358,The Legal Wife,14,0,0,0,0,0,2,0,2,0
7359,Co to snapchat?,15,0,1,1,0,0,40,0,2,0
7360,Co to gender?,13,0,1,1,0,0,40,0,2,0
7361,Co to selfie?,13,0,1,1,0,0,40,0,2,0
7362,Co zamiast kinomaniak?,22,0,1,1,0,0,31,0,2,0
7363,Co na Ukrainie?,15,0,1,1,0,0,45,0,2,0
7364,"""Miasto 44""",11,0,2,2,0,0,0,0,1,0
7365,"""Kamienie na szaniec""",21,0,2,2,0,0,14,0,2,0
7366,"""Jack Strong""",13,0,2,2,0,0,0,0,1,0
7367,"""Nimfomanka""",12,0,2,2,0,0,0,0,0,0
7368,Anna Przybylska,15,0,0,0,0,0,0,0,1,0
7369,Conchita Wurst,14,0,0,0,0,0,0,0,1,0
7370,Robin Williams,14,0,0,0,0,0,0,0,1,0
7371,Kamil Stoch,11,0,0,0,0,0,0,0,1,0
7372,Mariusz Trynkiewicz,19,0,0,0,0,0,0,0,1,0
7373,Conchita Wurst,14,0,0,0,0,0,0,0,1,0
7374,Dawid Kwiatkowski,17,0,0,0,0,0,0,0,1,0
7375,"Karolina Czarnecka ""HERA KOKA HASZ""",35,0,2,2,0,0,0,0,4,0
7376,Anna Przybylska,15,0,0,0,0,0,0,0,1,0
7377,mundial,7,0,0,0,0,0,0,0,0,0
7378,Conchita Wurst,14,0,0,0,0,0,0,0,1,0
7379,Krym,4,0,0,0,0,0,0,0,0,0
7380,Mundial,7,0,0,0,0,0,0,0,0,0
7381,Eurowizja,9,0,0,0,0,0,0,0,0,0
7382,Krym,4,0,0,0,0,0,0,0,0,0
7383,Ukraina,7,0,0,0,0,0,0,0,0,0
7384,Mundial 2014,12,0,0,0,0,0,0,0,1,0
7385,Secret Story 5,14,0,0,0,0,0,0,0,2,0
7386,Rodrigo Menezes,15,0,0,0,0,0,0,0,1,0
7387,Blog Azul,9,0,0,0,0,0,0,0,1,0
7388,NOS,3,0,0,0,0,0,1,0,0,0
7389,fazer pulseiras,15,0,0,0,0,0,0,0,1,0
7390,funciona Telexfree,18,0,0,0,0,0,0,0,1,0
7391,funciona Wenyard,16,0,0,0,0,0,0,0,1,0
7392,fazer migas,11,0,0,0,0,0,0,0,1,0
7393,emagrecer rapidamente,21,0,0,0,0,0,0,0,1,0
7394,Robin Williams,14,0,0,0,0,0,0,0,1,0
7395,Philip Seymour Hoffman,22,0,0,0,0,0,0,0,2,0
7396,Dwayne Johnson,14,0,0,0,0,0,0,0,1,0
7397,Michael Schumacher,18,0,0,0,0,0,0,0,1,0
7398,Conchita Wurst,14,0,0,0,0,0,0,0,1,0
7399,iPhone 6,8,0,0,0,0,0,0,0,1,0
7400,Galaxy S5,9,0,0,0,0,0,0,0,1,0
7401,Nexus 6,7,0,0,0,0,0,0,0,1,0
7402,LG G3,5,0,0,0,0,0,0,0,1,0
7403,iPhone 6 Plus,13,0,0,0,0,0,0,0,2,0
7404,Bailando,8,0,0,0,0,0,0,0,0,0
7405,Bo tem mel,10,0,0,0,0,0,4,0,2,0
7406,Lorde,5,0,0,0,0,0,0,0,0,0
7407,All of me,9,0,0,0,0,0,35,0,2,0
7408,FIFA,4,0,0,0,0,0,0,0,0,0
7409,Robin Williams,14,0,0,0,0,0,0,0,1,0
7410,Chikungunya,11,0,0,0,0,0,0,0,0,0
7411,Robin Williams,14,0,0,0,0,0,0,0,1,0
7412,Jennifer Lawrence,17,0,0,0,0,0,0,0,1,0
7413,Joan Rivers,11,0,0,0,0,0,0,0,1,0
7414,Manny Pacquiao,14,0,0,0,0,0,0,0,1,0
7415,Neymar,6,0,0,0,0,0,0,0,0,0
7416,Ultimate Warrior,16,0,0,0,0,0,0,0,1,0
7417,Lionel Messi,12,0,0,0,0,0,0,0,1,0
7418,Cheo Feliciano,14,0,0,0,0,0,0,0,1,0
7419,Iggy Azalea,11,0,0,0,0,0,0,0,1,0
7420,Juan Gabriel,12,0,0,0,0,0,0,0,1,0
7421,Sia,3,0,0,0,0,0,0,0,0,0
7422,Frozen,6,0,0,0,0,0,0,0,0,0
7423,Annabelle,9,0,0,0,0,0,0,0,0,0
7424,Maleficent,10,0,0,0,0,0,0,0,0,0
7425,Divergent,9,0,0,0,0,0,0,0,0,0
7426,Godzilla,8,0,0,0,0,0,0,0,0,0
7427,ce este diaspora,16,0,0,0,0,0,12,0,2,0
7428,ce este ebola,13,0,0,0,0,0,12,0,2,0
7429,ce este epidurala,17,0,0,0,0,0,12,0,2,0
7430,ce este perhidrolul,19,0,0,0,0,0,12,0,2,0
7431,ce este oncologia,17,0,0,0,0,0,12,0,2,0
7432,world cup,9,0,0,0,0,0,0,0,1,0
7433,wimbledon,9,0,0,0,0,0,0,0,0,0
7434,steaua dinamo,13,0,0,0,0,0,0,0,1,0
7435,romania ungaria,15,0,0,0,0,0,0,0,1,0
7436,roland garros,13,0,0,0,0,0,0,0,1,0
7437,nymphomaniac,12,0,0,0,0,0,0,0,0,0
7438,frozen,6,0,0,0,0,0,0,0,0,0
7439,maleficent,10,0,0,0,0,0,0,0,0,0
7440,interstellar,12,0,0,0,0,0,0,0,0,0
7441,dracula untold,14,0,0,0,0,0,0,0,1,0
7442,Simona Halep,12,0,0,0,0,0,0,0,1,0
7443,iPhone 6,8,0,0,0,0,0,0,0,1,0
7444,rezultate bacalaureat,21,0,0,0,0,0,0,0,1,0
7445,eurovision,10,0,0,0,0,0,0,0,0,0
7446,Robin Williams,14,0,0,0,0,0,0,0,1,0
7447,Simona Halep,12,0,0,0,0,0,0,0,1,0
7448,Robin Williams,14,0,0,0,0,0,0,0,1,0
7449,Conchita Wurst,14,0,0,0,0,0,0,0,1,0
7450,Adrian Iovan,12,0,0,0,0,0,0,0,1,0
7451,Bear Grylls,11,0,0,0,0,0,0,0,1,0
7452,IPTV,4,0,0,0,0,0,0,0,0,0
7453,Cricket,7,0,0,0,0,0,0,0,0,0
7454,James Rodriguez,15,0,0,0,0,0,0,0,1,0
7455,Di Maria,8,0,0,0,0,0,16,0,1,0
7456,Toni Kroos,10,0,0,0,0,0,0,0,1,0
7457,Rosario,7,0,0,0,0,0,0,0,0,0
7458,rip,3,0,0,0,0,0,1,0,0,0
7459,buzz,4,0,0,0,0,0,0,0,0,0
7460,UNESCO,6,0,0,0,0,0,0,0,0,0
7461,Lol,3,0,0,0,0,0,0,0,0,0
7462,sperme,6,0,0,0,0,0,0,0,0,0
7463,Dinama Nekh,11,0,0,0,0,0,0,0,1,0
7464,Campusen,8,0,0,0,0,0,0,0,0,0
7465,Ebola,5,0,0,0,0,0,0,0,0,0
7466,Coupe du Monde,14,0,0,0,0,0,4,0,2,0
7467,Senepeople,10,0,0,0,0,0,0,0,0,0
7468,MH370,5,0,0,0,0,0,0,0,0,0
7469,World Cup 2014,14,0,0,0,0,0,0,0,2,0
7470,iPhone 6,8,0,0,0,0,0,0,0,1,0
7471,MH17,4,0,0,0,0,0,0,0,0,0
7472,Robin Williams,14,0,0,0,0,0,0,0,1,0
7473,MH370,5,0,0,0,0,0,0,0,0,0
7474,MH17,4,0,0,0,0,0,0,0,0,0
7475,ALS,3,0,0,0,0,0,2,0,0,0
7476,Ebola,5,0,0,0,0,0,0,0,0,0
7477,ISIS,4,0,0,0,0,0,0,0,0,0
7478,PSI Singapore,13,0,0,0,0,0,0,0,1,0
7479,GST voucher 2014,16,0,0,0,0,0,1,0,2,0
7480,Singapore Budget 2014,21,0,0,0,0,0,0,0,2,0
7481,NDP 2014,8,0,0,0,0,0,0,0,1,0
7482,Westgate Mall,13,0,0,0,0,0,3,0,1,0
7483,Robin Williams,14,0,0,0,0,0,0,0,1,0
7484,Jennifer Lawrence,17,0,0,0,0,0,0,0,1,0
7485,Anton Casey,11,0,0,0,0,0,0,0,1,0
7486,Ladies Code,11,0,0,0,0,0,1,0,1,0
7487,Joan Rivers,11,0,0,0,0,0,0,0,1,0
7488,Michael Schumacher,18,0,0,0,0,0,0,0,1,0
7489,Juan Mata,9,0,0,0,0,0,0,0,1,0
7490,Ultimate Warrior,16,0,0,0,0,0,0,0,1,0
7491,World Cup,9,0,0,0,0,0,0,0,1,0
7492,COMEX,5,0,0,0,0,0,0,0,0,0
7493,Asian Games,11,0,0,0,0,0,0,0,1,0
7494,IT Show,7,0,0,0,0,0,24,0,1,0
7495,Wimbledon,9,0,0,0,0,0,0,0,0,0
7496,Brazil v Germany,16,0,0,0,0,0,32,0,2,0
7497,Germany v Argentina,19,0,0,0,0,0,32,0,2,0
7498,Netherlands v Argentina,23,0,0,0,0,0,32,0,2,0
7499,Germany v Portugal,18,0,0,0,0,0,32,0,2,0
7500,Brazil v Netherlands,20,0,0,0,0,0,32,0,2,0
7501,Electric Run,12,0,0,0,0,0,0,0,1,0
7502,Hello Kitty Run,15,0,0,0,0,0,0,0,2,0
7503,Green Corridor Run,18,0,0,0,0,0,0,0,2,0
7504,Garfield Run,12,0,0,0,0,0,0,0,1,0
7505,ST Run,6,0,0,0,0,0,26,0,1,0
7506,Grilled Prawns,14,0,0,0,0,0,0,0,1,0
7507,Budae-jjigae,12,0,1,1,0,0,0,0,0,0
7508,Gyoza,5,0,0,0,0,0,0,0,0,0
7509,Sambal Chicken,14,0,0,0,0,0,0,0,1,0
7510,Spaghetti Aglio Olio,20,0,0,0,0,0,0,0,2,0
7511,ALS,3,0,0,0,0,0,2,0,0,0
7512,Ebola,5,0,0,0,0,0,0,0,0,0
7513,Bitcoin,7,0,0,0,0,0,0,0,0,0
7514,ISIS,4,0,0,0,0,0,0,0,0,0
7515,Bae,3,0,0,0,0,0,0,0,0,0
7516,World Cup 2014,14,0,0,0,0,0,0,0,2,0
7517,MH370,5,0,0,0,0,0,0,0,0,0
7518,iPhone 6,8,0,0,0,0,0,0,0,1,0
7519,MH17,4,0,0,0,0,0,0,0,0,0
7520,Robin Williams,14,0,0,0,0,0,0,0,1,0
7521,iPhone 6,8,0,0,0,0,0,0,0,1,0
7522,Galaxy Note 4,13,0,0,0,0,0,2,0,2,0
7523,Galaxy S5,9,0,0,0,0,0,0,0,1,0
7524,iPhone 6 Plus,13,0,0,0,0,0,0,0,2,0
7525,iPad Air 2,10,0,0,0,0,0,1,0,2,0
7526,Emergency Couple,16,0,0,0,0,0,0,0,1,0
7527,Bigg Boss 8,11,0,0,0,0,0,2,0,2,0
7528,Rindu Awak 200% (Miss You 200%),31,0,4,4,0,0,0,2,5,0
7529,Doctor Stranger,15,0,0,0,0,0,0,0,1,0
7530,Interstellar,12,0,0,0,0,0,0,0,0,0
7531,Divergent,9,0,0,0,0,0,0,0,0,0
7532,Godzilla,8,0,0,0,0,0,0,0,0,0
7533,Maze Runner,11,0,0,0,0,0,0,0,1,0
7534,Gone Girl,9,0,0,0,0,0,0,0,1,0
7535,Let It Go,9,0,0,0,0,0,27,0,2,0
7536,Say Something,13,0,0,0,0,0,0,0,1,0
7537,Blank Space,11,0,0,0,0,0,1,0,1,0
7538,Counting Stars,14,0,0,0,0,0,0,0,1,0
7539,Anaconda,8,0,0,0,0,0,0,0,0,0
7540,Tour de France,14,0,0,0,0,0,28,0,2,0
7541,Sochi 2014,10,0,0,0,0,0,0,0,1,0
7542,Halloween,9,0,0,0,0,0,0,0,0,0
7543,ebola,5,0,0,0,0,0,0,0,0,0
7544,Robin Williams,14,0,0,0,0,0,0,0,1,0
7545,Conchita Wurst,14,0,0,0,0,0,0,0,1,0
7546,Miroslav Hlinka,15,0,0,0,0,0,0,0,1,0
